question,engaging
.do you think sororities are dangerous or do you think they are beneficial?,1
what on earth is that pink hat supposed to be on her head?,1
did the group of girlfriends get to ask the balloon artist to make them some cute balloon animals to take home?,1
what would you do if you went to this college?,1
did you make your mother presents when you were young?,1
what are these ladies getting together to celebrate?,1
has anyone ever tried that type of dentyne gum before?,1
what type of food would you like during a party?,1
can i get the recipe for that scrumptious celebration cheesecake?,1
why is the room so trashy?,1
"do you dress up for halloween as an adult, or only as a child?",1
why is the room full of trash?,1
what is the dirtiest place that you have gone into?,1
have you ever put on makeup on your face to look like an animal and which animal was it?,1
"who had more fun, the kids or the adults?",1
"the kids must have loved it, how long did it last?",1
what type of event did you go to last that had actors playing?,1
when was the last time you put on a costume?,1
do you like to go to party?,1
what is your favorite thing to do at christmastime?,1
what was the most fun thing that the kids got to do?,1
does anyone know if snowboarding is easy to learn?,1
"have you ever gone skiing before, do you like it?",1
how cold was it that day?,1
how do you like to watch belly dance?,1
when was the last time you attended a parade?,1
does anyone know what kind of dance these women are performing?,1
do you like to go to festivals?,1
"would you be dancing, drumming, or eating at the festival?",1
when was the last time you sailed on the water?,1
what other landmarks were shown in australia?,1
how well do you enjoy a scenic view?,1
how much you love our nation?,1
does anyone know where in australia these pictures were taken?,1
what memory did these pictures take you to?,1
what toys did you play with when you were a child?,1
what are you doing this year for your family vacation?,1
how much do you think the cost of each astronaut?,1
"what would you check out first at a thrift store; orange space walkers, a giant leprechaun, or a vintage stroller?",1
which military base do you think they belong to?,1
how many of you helped soldiers by supplying food?,1
does anyone know why they are stacking the sandbags?,1
when was the last time you helped the community?,1
have you ever assisted during a disaster?,1
what is the coolest sign that you have seen?,1
